doc_id	adu_id	adu_index	de_start	de_end	en_start	en_end	de_text	en_text
micro_b062	a4	4	243	352	247	347	da sofort bei Einführung viele aktuelle Arbeitnehmer gehobenen Alters Anspruch auf den Renteneintritt hätten.	as upon introduction many current employees of advanced age would immediately be eligible to retire.
micro_b062	a5	5	353	443	348	452	Das schädigt den Standort Deutschland und hinterlässt die Arbeitgeber ohne Übergangsfrist.	This is detrimental for Germany as a business location and leaves employers without a transition period.
micro_b062	a6	6	444	539	453	541	Hier besteht die Gefahr, dass nicht ausreichend erfahrene Nachwuchskräfte zur Verfügung stehen.	The danger here is that experienced junior staff is not available in sufficient numbers.
micro_b064	a1	1	0	124	0	119	Ich glaube, Berlin hatte mit zwei innerstädtisch Flughäfen Glück in Jahrzehnten keine Flugzeugkatastrophe erleben zu müssen.	I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
micro_b064	a2	2	125	192	120	178	Schon aus Sicherheitgründen halte ich den Weiterbetrieb für falsch.	For safety reasons alone I find continued operation wrong.
micro_b064	a3	3	193	306	179	267	Auch benötigt Berlin dringend innerstädtische Flächen für produzierendes Gewerbe und Industrie und für Wohnungen.	Also, Berlin urgently needs inner-city areas for business and industry, and for housing.
micro_b064	a4	4	307	411	268	360	Die Schließung von Tegel wird gesundheitliche Vorteile für Hunderttausende in der Einflugschneise haben.	Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
micro_b064	a5	5	412	521	361	456	Diese Gebiete werden durch diese Faktoren (Wohngesundheit und Arbeitsplätze) auch wirtschaftlich aufgewertet.	These areas will be upgraded economically due to these factors (housing health and employment).
micro_b064	a6	6	522	617	457	540	Nach der Eröffnung vom neuen Flughafen BER sollte Tegel also auf jeden Fall geschlossen werden.	After the new BER Airport has been commissioned, Tegel should definitely be closed.
micro_d01	a1	1	0	39	0	30	Freddy und ich müssen Geschwister sein.	Freddy and I must be siblings.
micro_d01	a2	2	40	110	31	84	Wir haben beide genau die gleichen zwei Leberflecke auf dem linken Arm	We both have the exact same two moles on our left arm
micro_d01	a3	3	111	153	85	121	und so etwas gibt es nur bei Geschwistern.	and you only get that with siblings.
micro_d01	a4	4	154	209	122	173	Meine Eltern sagen, das könnte auch reiner Zufall sein.	My parents say this could also be pure coincidence.
micro_d01	a5	5	210	252	174	226	Aber so viel Zufall gibt's doch gar nicht.	But that much of a coincidence is simply impossible.
micro_d02	a1	1	0	69	0	64	Das Berliner Basketballteam hat eine ernüchternde Saison hinter sich.	Berlin's basketball team has just come out of a sobering season.
micro_d02	a2	2	70	151	65	135	Gerade in den Heimspielen blieb die Mannschaft oft hinter den Erwartungen zurück.	Especially the home games have seen the team stay behind expectations.
micro_d02	a3	3	152	244	136	215	Trauriger Höhepunkt: Im ausverkauften Stadion 60:87 gegen schwächelnde Mannheimer verlieren.	A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.
micro_d02	a4	4	245	318	216	261	Zwar landete die Mannschaft in der Liga am Ende doch noch auf Platz drei,	Indeed the team ended up third in the league,
micro_d02	a5	5	319	399	262	328	aber bei den hohen Ausgaben für die Star-Spieler hätte man mehr erwarten können.	but given the cost of the star-players one could've expected more.
micro_d03	a1	1	0	69	0	61	Tom in unsere Fußballmannschaft aufzunehmen war ganz klar ein Fehler.	It was clearly a mistake to include Tom in our football team.
micro_d03	a2	2	70	128	62	115	Er ist einfach kein Teamspieler, macht häufig Alleingänge.	He's just not a team player, and often goes it alone.
micro_d03	a3	3	129	175	116	157	Außerdem kommt er viel zu selten zum Training,	Plus he comes to training way too rarely,
micro_d03	a4	4	176	231	158	203	wenngleich er auch ohne Training sehr gut spielen kann.	although he plays very well without training.
micro_d03	a5	5	232	325	204	274	Am schlimmsten aber ist seine Angewohnheit, grundsätzlich beim Schiedsrichter zu reklamieren.	But the worst thing is his habit of always complaining to the referee.
micro_d04	a1	1	0	87	0	84	Antivirenprogramme schützen den Benutzer eines Computers vor Gefahren aus dem Internet.	Anti-virus software protects the users of a computer from dangers from the internet.
micro_d04	a2	2	88	166	85	171	Deswegen sollte jeder ein Antivirenprogramm auf seinem Windows-Computer haben.	That's why everyone should have an anti-virus programme on his or her Windows machine.
micro_d04	a3	3	167	238	172	239	Zwar verhindern sie nicht generell, dass man sich einen Virus einfängt,	Admittedly they do not generally prevent you from catching a virus,
micro_d04	a4	4	239	301	240	292	da sie nur auf bekannt gewordene Bedrohungen reagieren können.	since they can only react to publicly known threats.
micro_d04	a5	5	302	415	293	407	Aber ist für einen neuen Virus ein Schutz gefunden, erhalten ihn alle in Windeseile mit dem automatischen Update.	But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.
micro_d05	a1	1	0	44	0	40	Heute werde ich mein Facebook-Konto löschen.	Today I will delete my Facebook account.
micro_d05	a2	2	45	134	41	116	Nicht nur weil ich mich regelmäßig wundere, wer da alles zu meinen Freunden gehören will.	Not only because I'm constantly astonished about who wants to be my friend.
micro_d05	a3	3	135	230	117	189	Ich habe auch keine Lust mehr, mit meinen Daten den Börsenwert dieses Unternehmens zu steigern.	I'm also tired of my data boosting the market value of that corporation.
micro_d05	a4	4	231	312	190	261	Facebook warnt eindringlich, ich könnte den Kontakt zu meinen Freunden verlieren.	Facebook warns me emphatically that I may lose contact with my friends.
micro_d05	a5	5	313	375	262	320	Dabei werde ich jetzt erst recht Zeit für meine Freunde haben.	And yet now I'll actually have all the more time for them.
micro_d06	a1	1	0	60	0	53	Peter sollte seine Imbissbude so bald wie möglich schließen.	Peter should close his snack bar as soon as possible.
micro_d06	a2	2	61	96	54	90	Der Preisdruck ist einfach zu groß,	Pricing pressures are just too high,
micro_d06	a3	3	97	135	91	141	und sein Kundenstamm schrumpft stetig.	and his pool of customers is shrinking constantly.
micro_d06	a4	4	136	195	142	188	Zwar könnte er noch einmal richtig die Werbetrommel rühren,	Of course he could do another big ad campaign,
micro_d06	a5	5	196	267	189	279	aber das hilft auch nichts wenn das ganze Viertel den Bach runter geht.	but that won't do the trick if the whole neighbourhood is going down the drain in the end.
micro_d07	a1	1	0	53	0	56	Die neue Tournée von Tokio Hotel bricht alle Rekorde.	The current tour of Tokio Hotel is breaking all records.
micro_d07	a2	2	54	115	57	124	Noch nie gab es längere Schlangen an den Vorverkaufsschaltern	Never have there been longer queues at the advance ticket offices –
micro_d07	a3	3	116	170	125	165	--in Japan bildete sich eine mit der Länge von 3,2km--	in Japan there was one exceeding 3.2km –
micro_d07	a4	4	171	220	166	218	außer vielleicht in den Hochzeiten von Take That.	aside from, perhaps, during the heyday of Take That.
micro_d07	a5	5	221	307	219	298	Aber auch die Onlinehändler sind dem Ansturm zwischenzeitlich nicht gewachsen gewesen.	But at times even the online sales outlets haven't been coping with the demand.
micro_d08	a1	1	0	72	0	56	Obwohl die Geschäftszahlen von IBM in letzter Zeit nicht umwerfend waren	Although IBM's numbers haven't been staggering recently,
micro_d08	a2	2	73	132	57	119	und die Stimmung an der Börse insgesamt besser sein könnte,	and the mood in the stock market could be better on the whole,
micro_d08	a3	3	133	191	120	168	solltest du IBM Aktien kaufen, wenn du investieren willst.	you should buy IBM shares if you want to invest.
micro_d08	a4	4	192	269	169	236	Denn einerseits verkaufen sich deren Produkte auch in schlechten Zeiten noch,	Because for one thing, their products will still sell in bad times,
micro_d08	a5	5	270	350	237	318	und andererseits ist die Aktie nicht so anfällig wie die anderer IT-Unternehmen.	and in addition, such a share is not as sensitive as those of other IT companies.
micro_d09	a1	1	0	30	0	33	Du solltest weniger fernsehen,	You should watch less television,
micro_d09	a2	2	31	74	34	82	denn zuviel Fernsehen macht auf Dauer dumm,	as too much TV makes you stupid in the long run,
micro_d09	a3	3	75	97	83	101	wie bei deinem Bruder.	like your brother.
micro_d09	a4	4	98	157	102	158	Eine Ausnahme wäre es, wenn du nur Quizshows sehen würdest,	It would be an exception if you only watched quiz shows,
micro_d09	a5	5	158	206	159	207	aber du guckst ja eher BigBrother und X-Diaries.	but you tend to watch Big Brother and X-Diaries.
micro_d10	a1	1	0	64	0	79	In wenigen Jahrzehnten wird unsere Gesellschaft überaltert sein:	In a few decades our society will have a disproportionate number of old people:
micro_d10	a2	2	65	107	80	121	Die Lebenserwartung steigt kontinuierlich,	the life expectancy is constantly rising,
micro_d10	a3	3	108	150	122	169	gleichzeitig geht die Geburtenrate zurück.	and at the same time birth rates are declining.
micro_d10	a4	4	151	220	170	245	Zwar ist Kinderkriegen in den letzten Jahren wieder in Mode gekommen,	Although having children has become more fashionable again in recent years,
micro_d10	a5	5	221	320	246	329	aber diese kurzfristigen Schwankungen der Geburtenrate ändern nichts an der generellen Entwicklung.	these short-term fluctuations in birth rates don't change the general trend at all.
micro_d11	a1	1	0	47	0	46	Wir sollten am Wochenende an die Ostsee fahren.	We should go to the Baltic Sea on the weekend.
micro_d11	a2	2	48	103	47	110	Laut Wetterbericht wird es perfektes Strandwetter geben	According to the weather report it'll be perfect beach weather,
micro_d11	a3	3	104	144	111	148	und das darf man nicht ungenutzt lassen,	and one mustn't let this go to waste,
micro_d11	a4	4	145	208	149	205	selbst wenn ich für Dienstag noch ein Referat vorbereiten muss.	even if I do have to prepare a presentation for Tuesday.
micro_d11	a5	5	209	276	206	253	Außerdem darf ich das große, bequeme Auto von meinen Eltern nehmen.	Besides, I get to use my folks' big, comfy car.
micro_d12	a1	1	0	57	0	60	Das neue Smartphone XYZ-123 kann ich jedem nur empfehlen.	I can only recommend the new smartphone XYZ-123 to everyone.
micro_d12	a2	2	58	98	61	98	Zwar könnte die Kamera noch besser sein,	Of course the camera could be better,
micro_d12	a3	3	99	143	99	133	denn sie hat nur eine mittelmäßige Auflösung	as it only has mediocre resolution
micro_d12	a4	4	144	205	134	182	und in dunklen Umgebungen sind die Bilder schnell verrauscht.	and images in dark surroundings are often snowy.
micro_d12	a5	5	206	248	183	222	Aber für Schnappschüsse reicht es dennoch.	But for snap shots that's still enough.
micro_d13	a1	1	0	114	0	114	Wann immer Peter auf einer Party eine Exfreundin trifft, verzichtet er vorsichtshalber auf weiteren Alkoholkonsum.	Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.
micro_d13	a2	2	115	187	115	191	Als er gestern von Ralfs Party heimkam, war er immer noch stocknüchtern.	When he got back from Ralf's party last night he was still stone-cold sober.
micro_d13	a3	3	188	246	192	244	Folglich muss eine seiner Exfreundinnen dort gewesen sein.	Thus one of his ex-girlfriends must have been there.
micro_d13	a4	4	247	314	245	296	Zwar behauptet Ralf, dass sie gemeinsam Eierlikör getrunken hätten.	Ralf does insist that they drank advocaat together.
micro_d13	a5	5	315	374	297	357	Aber den würde Peter auch ohne Exfreundin niemals anrühren.	But even without an ex-girlfriend he would never touch that.
micro_d14	a1	1	0	66	0	52	Ich glaube, der Fritz hat sich in seinem Leben noch nie geprügelt.	I think Fritz has never been in a fight in his life.
micro_d14	a2	2	67	145	53	109	Er soll sich ja als Junge hin und wieder mit anderen Chorknaben gebalgt haben,	As a boy he did use to scuffle with the other choirboys,
micro_d14	a3	3	146	219	110	151	aber das wird man ja wohl kaum als richtige Schlägerei durchgehen lassen.	but that hardly counts as a proper brawl.
micro_d14	a4	4	220	284	152	201	Außerdem verdrückt er sich meistens gleich wenn's brenzlig wird.	And he always chickens out when things get dicey.
micro_d14	a5	5	285	381	202	271	Gestern, als uns die Türsteher erst nicht reinlassen wollten, da war er auch ganz plötzlich weg.	Yesterday, when the bouncer wouldn't let us in, he was suddenly gone.
micro_d15	a1	1	0	102	0	96	Jeden Tag werden in U- und S-Bahnen, Bussen und Zügen Fahrgäste von Rowdys oder Betrunkenen belästigt.	Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.
micro_d15	a2	2	103	176	97	170	Und auch die Vorschriften der Verkehrsbetriebe werden selten eingehalten.	Also the rules of the public transportation services are rarely observed.
micro_d15	a3	3	177	251	171	232	Deswegen brauchen wir mehr Polizeipräsenz in öffentlichen Verkehrsmitteln,	This is why we need more police presence in public transport,
micro_d15	a4	4	252	334	233	296	selbst wenn dafür eigentlich die Betriebs-eigenen Sicherheitskräfte gedacht waren.	even if there are actually designated in-house security forces.
micro_d15	a5	5	335	397	297	341	Die Fahrgäste würden sich dann auf jeden Fall sicherer fühlen.	Passengers would definitely feel safer then.
micro_d16	a1	1	0	23	0	38	Bald ist Bundestagswahl	There are parliamentary elections soon
micro_d16	a2	2	24	144	39	146	und traditionellerweise ist die Regierungspartei im Vorfeld von Bundestagswahlen großzügig mit populären Versprechungen.	and traditionally the governing party is generous with popular promises in the run-up to federal elections.
micro_d16	a3	3	145	260	147	253	Trotzdem sollte Regierungschefin Merkel sich dieses Jahr mit dem Ankündigen von Wahlgeschenken besser zurückhalten.	Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.
micro_d16	a4	4	261	297	254	288	Der Wähler ist skeptischer geworden.	Voters have become more sceptical.
micro_d16	a5	5	298	346	289	326	Zu viele Versprechen sind nicht gehalten worden.	Too many promises have not been kept.
micro_d17	a1	1	0	39	0	43	Übermäßiger Fleischkonsum ist ungesund.	Excessive consumption of meat is unhealthy.
micro_d17	a2	2	40	108	44	113	Zudem ist die Fleischproduktion vergleichsweise Ressourcen-intensiv.	Furthermore, the production of meat is comparably resource-intensive.
micro_d17	a3	3	109	175	114	174	Wir sollten daher alle unseren Fleischkonsum rigoros einschränken.	We should thus all limit our consumption of meat rigorously.
micro_d17	a4	4	176	275	175	250	Man könnte befürchten, dass unsere Bauern dadurch in wirtschaftliche Schwierigkeiten kommen würden.	One could worry that our farmers would then run into economic difficulties.
micro_d17	a5	5	276	352	251	319	Aber kein ernstzunehmender Ökonom wollte diese Vorhersage bisher bestätigen.	However, no serious economist has confirmed this prediction to date.
micro_d18	a1	1	0	61	0	51	Schweinsteiger ist jetzt schon seit drei Spieltagen verletzt.	Schweinsteiger has now been injured for three days.
micro_d18	a2	2	62	134	52	113	Wir brauchen dringend einen Ersatz im Mittelfeld für das kommende Match.	We urgently need a midfield replacement for the coming match.
micro_d18	a3	3	135	209	114	190	Der Arzt könnte ihn zwar mit genug Schmerzmitteln spieltauglich schreiben,	The doctor was able to sign him off as fit for play with enough painkillers,
micro_d18	a4	4	210	278	191	249	aber das würde die Verletzung langfristig nur noch schlimmer machen.	but that would only make the injury worse in the long run.
micro_d18	a5	5	279	354	250	301	Außerdem bringt ein junger Ersatzspieler immer auch neuen Schwung ins Team.	And a young substitute always invigorates the team.
micro_d19	a1	1	0	47	0	36	Eine Bankenrettung kostet sehr, sehr viel Geld.	A bank bailout is very, very costly.
micro_d19	a2	2	48	159	37	147	Für die Pleitebank 'Hypo Real Estate' stand der Steuerzahler z.B. mit einem dreistelligen Milliardenbetrag ein.	For instance, the taxpayer stood in for the failed bank 'Hypo Real Estate' with a three-figure billion amount.
micro_d19	a3	3	160	224	148	207	Deswegen sollten wir uns weitere Bankenrettungen nicht erlauben.	That's why we should not allow any additional bank rescues.
micro_d19	a4	4	225	348	208	331	Die Politik versucht uns damit zu beruhigen, dass man eigentlich nur einen kleinen Teil des vielen Geldes wirklich ausgäbe.	The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.
micro_d19	a5	5	349	422	332	400	Auch mit diesem kleinen Teil könnte man an anderer Stelle viel Gutes tun.	But even with that tiny amount you could do a lot of good elsewhere.
micro_d20	a1	1	0	92	0	61	Der Prototyp von Audi's neuem Sportwagen lässt die Herzen von Autoliebhabern höher schlagen.	The prototype of Audi's new sports car has car lovers raving.
micro_d20	a2	2	93	143	62	115	Am Lenksystem muss zwar noch etwas gefeilt werden,	The steering system may still need a bit of tweaking,
micro_d20	a3	3	144	207	116	156	denn bei höheren Geschwindigkeiten bricht der Wagen schnell aus	as the car jack-knifes at higher speeds,
micro_d20	a4	4	208	278	157	218	und man wird mit dem Prachtstück ja sicher oft schnell unterwegs sein.	and surely you'll want to be speeding a lot with that beauty.
micro_d20	a5	5	279	337	219	280	Aber ansonsten erfüllt der Wagen so ziemlich jeden Wunsch.	But aside from that the car caters to pretty much every wish.
micro_d21	a1	1	0	63	0	65	Energiesparlampen enthalten eine beträchtliche Menge Giftstoff.	Energy saving light bulbs contain a significant amount of toxins.
micro_d21	a2	2	64	145	66	153	Eine handelsübliche Lampe kann z.B. bis zu fünf Milligramm Quecksilber enthalten.	A commercially available bulb may contain for example up to five milligrams of mercury.
micro_d21	a3	3	146	193	154	201	Deswegen sollten sie vom Markt genommen werden,	That's why they should be taken off the market,
micro_d21	a4	4	194	231	202	229	es sei denn sie wären unzerbrechlich.	unless they're unbreakable.
micro_d21	a5	5	232	273	230	279	Aber genau das ist leider nicht der Fall.	But precisely this is unfortunately not the case.
micro_d22	a1	1	0	106	0	86	Großveranstaltungen, die national oder gar international Aufmerksamkeit erregen, ziehen viele Besucher an,	Large events that stir national or even international attention attract many visitors,
micro_d22	a2	2	107	201	87	177	und nichts hilft Berlin eher aus der finanziellen Patsche als viele zahlungsfreudige Besucher.	and nothing will get Berlin out of its financial jam more than a lot of spending visitors.
micro_d22	a3	3	202	331	178	276	Deswegen sollte der regierende Bürgermeister die Hürden für die Austragung solcher Veranstaltungen so niedrig wie möglich halten.	Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.
micro_d22	a4	4	332	427	277	354	Zwar wäre ein deutlich höherer Zuschuss vom Bund für die Berliner Kassen natürlich noch besser,	Of course a higher federal subsidy would be even better for Berlin's coffers,
micro_d22	a5	5	428	468	355	396	aber darauf braucht man nicht zu hoffen.	but you shouldn't bother hoping for that.
micro_d23	a1	1	0	67	0	54	Morgen werde ich zum ersten Mal im meinem Leben Fallschirmspringen.	Tomorrow I will skydive for the first time in my life.
micro_d23	a2	2	68	115	55	92	Ja, es besteht eine gewisse Lebensgefahr dabei.	Yes, there is a certain risk to life.
micro_d23	a3	3	116	219	93	189	Aber ich will diesen unglaublichen Moment der Freiheit spüren, von dem Springer immer wieder berichten.	But I want to experience this incredible moment of freedom that skydivers report time and again.
micro_d23	a4	4	220	291	190	257	Außerdem hat Jochen letztens einen Fallschirmsprung geschenkt bekommen,	Besides, Jochen was given a parachute jump the other day as a gift,
micro_d23	a5	5	292	371	258	322	und es darf nicht sein, dass dieser Möchtegern-Abenteurer mir etwas voraus hat.	and it mustn't be that this wannabe-adventurer has one up on me.
micro_k001	a1	1	0	70	0	61	Nicht jeder sollte verpflichtet sein, den Rundfunkbeitrag zu bezahlen.	Not everyone should be obliged to pay the TV & radio licence.
micro_k001	a2	2	71	184	62	165	Besonders die jüngeren Generationen sind auf das Angebot der öffentlich-rechtlichen Sender nicht mehr angewiesen.	Particularly the younger generations are no longer dependent on the programming of public broadcasters.
micro_k001	a3	3	185	224	166	204	US-Serien werden dem Tatort vorgezogen,	US series are preferred over “Tatort”,
micro_k001	a4	4	225	299	205	269	es wird auf Onlinezeitschriften statt auf die Tagesthemen zurückgegriffen.	and online magazines are turned to instead of the “Tagesthemen”.
micro_k001	a5	5	300	372	270	337	Der Rundfunkbeitrag ermöglicht wirtschaftlich unabhängigen Journalismus.	The TV & radio licence enables economically independent journalism.
micro_k001	a6	6	373	493	338	452	Doch solange die Gebührenzahler keinen Einfluss auf die Verteilung der Gelder haben, verärgert sie der Beitrag zu Recht.	But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them.
micro_k002	a1	1	0	106	0	79	Im Grunde wäre es gerechtfertigt, wenn alle Universitäten in Deutschland Studiengebühren verlangen würden.	Actually it would be justified if all German universities charged tuition fees.
micro_k002	a2	2	107	266	80	212	Solange sichergestellt wird, dass das Geld wirklich direkt den Universitäten zugutekommt, kann durchaus weiterhin von sozialer Gerechtigkeit gesprochen werden.	As long as it is ensured that the funds really benefit the universities directly, one can continue to regard this as social justice.
micro_k002	a3	3	267	340	213	264	Wer später studiert, entscheidet sich ohnehin bereits in früheren Jahren.	Those who study later decide this early on, anyway.
micro_k002	a4	4	341	438	265	338	Es ist jederzeit möglich, einen Studienkredit aufzunehmen oder sich ein Stipendium zu erarbeiten.	It's always possible to take out a student loan or to earn a scholarship.
micro_k002	a5	5	439	562	339	426	Nichtakademiker über Steuerabgaben dazu zu verpflichten, anderen das Studium zu finanzieren, scheint dagegen nicht gerecht.	To oblige non-academics to finance others' degrees through taxes, however, is not just.
micro_k003	a1	1	0	97	0	87	Für die Bachelorarbeit hat man in linguistischen Studiengängen in der Regel nur acht Wochen Zeit.	Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.
micro_k003	a2	2	98	255	88	214	Den Anteil an der Gesamtnote trotzdem nach oben zu korrigieren, würde dem Verhältnis zu anderen erbrachten Studien- und Prüfungsleistungen nicht entsprechen.	Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.
micro_k003	a3	3	256	340	215	305	Die aktuelle Regelung zur Berechnung der Gesamtnote sollte daher beibehalten werden.	Current regulations for the calculation of the total grade should therefore be maintained.
micro_k003	a4	4	341	509	306	429	Zwar ist das Erstellen einer solchen wissenschaftlichen Arbeit eine der grundlegendsten Kompetenzen, die in sprachwissenschaftlichen Studiengängen erworben werden muss.	Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.
micro_k003	a5	5	510	641	430	533	Dennoch werden in den sechs oder sieben Semestern Studium Inhalte vermittelt, die ebenfalls entsprechend ins Gewicht fallen müssen.	Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight.
micro_k004	a1	1	0	98	0	88	Supermärkte und Einkaufszentren sollten an beliebigen Sonn- und Feiertagen geöffnet werden dürfen.	Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
micro_k004	a2	2	99	197	89	165	Das mag für die Angestellten eine Umstellung sein, die sich nicht ohne Weiteres realisieren lässt.	This may be a change for the employees that cannot to be implemented easily.
micro_k004	a3	3	198	333	166	295	Besonders für berufstätige Kunden würde es aber größere Flexibilität und weniger nervenaufreibende Stoßzeiten unter der Woche bedeuten.	However, especially for working customers this would mean greater flexibility and fewer nerve-racking peak times during the week.
micro_k004	a4	4	334	451	296	404	Mit der zunehmenden Digitalisierung der Gesellschaft wird das herkömmliche Modell des Wochenendes bald überholt sein.	Considering the growing digitization of society, the traditional model of the weekend will soon be obsolete.
micro_k004	a5	5	452	625	405	573	Viele europäische Länder, beispielsweise die Niederlande, Schweden oder Großbritannien, haben das bereits erkannt und die Öffnungszeiten der Geschäfte erfolgreich angepasst.	Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers.
micro_k006	a1	1	0	158	0	133	Wenn Deutschland die Todesstrafe einführen würde, könnten verurteilte Verbrecher nicht vorzeitig entlassen werden oder ausbrechen und neue Straftaten begehen.	If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies.
micro_k006	a2	2	159	296	134	261	Allerdings bringt der Tod den Betroffenen und Angehörigen nicht mehr als wenn die Verbrecher eine Haftstrafe langjährige bekommen würden.	However, a death would not be of any more use to those affected and their relatives than if the felon receives a long sentence.
micro_k006	a3	3	297	342	262	307	Außerdem leben wir nicht mehr im Mittelalter.	Plus we don't live in medieval times anymore.
micro_k006	a4	4	343	386	308	352	Die Todesstrafe zu verhängen ist unethisch.	Handing out capital punishment is unethical.
micro_k006	a5	5	387	410	353	370	Wir brauchen sie nicht.	We don't need it.
micro_k007	a1	1	0	104	0	105	Supermärkten und Einkaufszentren sollte es erlaubt werden, an beliebigen Sonn- und Feiertagen zu öffnen.	Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
micro_k007	a2	2	105	170	106	188	Denn so wären verkaufsoffene Sonntage besser übers Jahr verteilt.	For in this way, Sunday shopping days would be better spread out through the year.
micro_k007	a3	3	171	236	189	239	Außerdem würden die Straßen und Geschäfte vermutlich leerer sein,	Also streets and shops would presumably be emptier
micro_k007	a4	4	237	287	240	286	da nicht alle mehr am gleichen Tag geöffnet haben.	as not everyone would be open on the same day.
micro_k007	a5	5	288	401	287	365	Allerdings wird man dann einen schlechteren Überblick darüber haben, was denn am jeweiligen Tag nun geöffnet ist.	However then you'd have a worse overview of which shop is open on a given day.
micro_k008	a1	1	0	129	0	102	Wenn es höhere Geldstrafen für auf Gehwegen hinterlassene Hundehaufen geben würde, würde es vermutlich weniger Hundehaufen geben,	If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,
micro_k008	a2	2	130	197	103	159	was wiederum in allgemein sauberere Bürgersteige resultieren würde.	which in turn would result in generally clean pavements.
micro_k008	a3	3	198	299	160	239	Zwar ist ein höheres Bußgeld gerade für finanziell schlechter gestellte Personen nicht besonders gut,	Higher fines may not be ideal, particularly for financially weaker individuals,
micro_k008	a4	4	300	367	240	320	aber Hundehaufen zu entfernen ist nun mal Pflicht des Hundehalters.	but cleaning up after their dogs does happen to be the obligation of the owners.
micro_k009	a1	1	0	61	0	56	Deutschland sollte auf keinen Fall die Todesstrafe einführen.	Germany should by no means introduce capital punishment.
micro_k009	a2	2	62	210	57	183	Gäbe es eine Todesstrafe, würde das bedeuten, dass es Menschen erlaubt werden soll, sich über andere zu stellen und über deren Leben zu entscheiden.	If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.
micro_k009	a3	3	211	306	184	279	Die Todesstrafe auszuführen wäre Mord und müsste ebenfalls mit der Todesstrafe bestraft werden.	Capital punishment would be murder and would have to be punished with the death penalty itself.
micro_k009	a4	4	307	473	280	427	Was aber ist mit Straftätern, die wirklich schlimme Verbrechen begangen haben, wie etwa Mord oder Vergewaltigung - soll es diesen einfach erlaubt sein, weiterzuleben,	What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on
micro_k009	a5	5	474	532	428	479	obwohl sie ein anderes Leben genommen oder zerstört haben?	although they have taken or destroyed another life?
micro_k009	a6	6	533	725	480	636	Ja, denn es ist eine sehr viel schlimmere Strafe, für immer im Gefängnis zu sein und von den eigenen Gedanken gequält zu werden, als schnell und einfach durch eine Injektion getötet zu werden.	Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.
micro_k010	a1	1	0	145	0	145	Bei dem, was heutzutage im Fernsehen läuft, ist es angemessen, nur die Leute zahlen zu lassen, die die Beiträge auch wirklich verfolgen (wollen).	Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.
micro_k010	a2	2	146	260	146	263	Teilweise laufen nur Sendungen für die ältere Generation zu Spielfilmzeiten, wieso sollten also alle dafür zahlen?	In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this?
micro_k010	a3	3	261	306	264	308	Werbung gibt es inzwischen auf allen Kanälen,	By now you have advertising on all channels,
micro_k010	a4	4	307	424	309	391	also ergibt sich auch hierdurch kein Vorteil für die im Moment zahlenden Zuschauer der Öffentlich Rechtlichen Sender.	so there's no advantage for the current paying viewers of the public broadcasters.
micro_k010	a5	5	425	556	392	527	Trotzdem muss man sagen, dass es dann wahrscheinlich viel weniger dieser Sender gibt, wenn nicht mehr ganz Deutschland zahlen muss.	Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay.
micro_k010	a6	6	557	678	528	658	Das sollte allerdings bei der Masse an Sendungen und Sendern, die sowieso meistens das Gleiche zeigen, kein Problem sein.	That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.
micro_k011	a1	1	0	124	0	79	Mietpreiserhöhungen bei einer Neuvermietung sind an sich nicht so schlimm, wenn es sich nur um einen kleinen Betrag handelt,	Rent increases upon re-letting aren't bad as such, if it's only a small amount,
micro_k011	a2	2	125	200	80	150	sehr schlimm allerdings, wenn die Miete auf einmal 100,- bis 200,-€ steigt.	they’re very bad however, if the rent suddenly climbs by €100 or €200.
